City,Colors,Shape,State,Time,Month,Day,Year
Orange,ORANGE,LIGHT,CA,1/2/2010 12:20,1,2,2010
Phoenix,,RECTANGLE,AZ,1/2/2010 13:00,1,2,2010
Sacramento,,TRIANGLE,CA,1/2/2010 18:00,1,2,2010
Middleburg,RED,SPHERE,FL,1/2/2010 18:45,1,2,2010
Waxhaw,,SPHERE,NC,1/2/2010 20:12,1,2,2010
Madison,RED ORANGE,TRIANGLE,AL,1/2/2010 21:10,1,2,2010
Loveland,,CROSS,CO,1/2/2010 23:17,1,2,2010
Atlanta,RED,FIREBALL,GA,1/2/2010 23:47,1,2,2010
Riverside,,DISK,TX,1/3/2010 3:45,1,3,2010
Mason,,CIRCLE,OH,1/3/2010 4:00,1,3,2010
Fort Leonard Wood,,TRIANGLE,MO,1/3/2010 5:20,1,3,2010
Glen Spey,,FLASH,NY,1/4/2010 2:40,1,4,2010
Reedville,,VARIOUS,VA,1/4/2010 5:28,1,4,2010
Cleveland,,TRIANGLE,OH,1/4/2010 12:45,1,4,2010
Whittier,,LIGHT,CA,1/4/2010 17:40,1,4,2010
Ben Wheeler,,LIGHT,TX,1/4/2010 19:00,1,4,2010
San Pablo,RED,,CA,1/4/2010 19:00,1,4,2010
Cedar Rapids,,LIGHT,IA,1/4/2010 19:10,1,4,2010
El Cajon,,LIGHT,CA,1/4/2010 22:00,1,4,2010
Princeton,,DISK,IN,1/5/2010 1:00,1,5,2010
Chula Vista,,OVAL,CA,1/5/2010 2:11,1,5,2010
Colonia,,,NJ,1/5/2010 4:00,1,5,2010
Twenty Nine Palms,,,CA,1/5/2010 6:00,1,5,2010
Clinton,,CIGAR,NJ,1/5/2010 16:00,1,5,2010
New Paltz,,TRIANGLE,NY,1/5/2010 17:43,1,5,2010
Rockwell,,CIGAR,NC,1/5/2010 18:15,1,5,2010
Valley View Hot Springs near crestoneCO.,,LIGHT,CO,1/5/2010 19:00,1,5,2010
Anderson,,LIGHT,SC,1/5/2010 20:10,1,5,2010
San Diego,ORANGE,LIGHT,CA,1/6/2010 1:00,1,6,2010
Pacific Palisades,,TEARDROP,CA,1/6/2010 20:00,1,6,2010
Ringgold,,RECTANGLE,GA,1/6/2010 20:50,1,6,2010
Searcy,,DISK,AR,1/6/2010 21:15,1,6,2010
West Haven,GREEN,FIREBALL,CT,1/7/2010 0:00,1,7,2010
Southampton,,FORMATION,NY,1/7/2010 5:15,1,7,2010
Mansfield,,LIGHT,MA,1/7/2010 6:15,1,7,2010
Edgartown,,CIRCLE,MA,1/7/2010 17:30,1,7,2010
Windham,,LIGHT,NH,1/7/2010 17:45,1,7,2010
West Boylston,,LIGHT,MA,1/7/2010 19:34,1,7,2010
Westbrook,,TRIANGLE,CT,1/7/2010 23:45,1,7,2010
Fort Worth,,CHEVRON,TX,1/8/2010 19:00,1,8,2010
Tomball,,,TX,1/8/2010 19:00,1,8,2010
Kapolei,,LIGHT,HI,1/8/2010 21:35,1,8,2010
Port Saint Lucie,GREEN BLUE,FIREBALL,FL,1/8/2010 21:52,1,8,2010
Boulder,,TRIANGLE,CO,1/8/2010 23:00,1,8,2010
Brick,,OTHER,NJ,1/9/2010 3:00,1,9,2010
Cleveland,,OTHER,TN,1/9/2010 12:00,1,9,2010
Francis Creek,,LIGHT,WI,1/9/2010 18:00,1,9,2010
Woodbridge,,LIGHT,NJ,1/9/2010 18:05,1,9,2010
Seattle,,CYLINDER,WA,1/9/2010 19:00,1,9,2010
Freedom,,TRIANGLE,CA,1/9/2010 20:00,1,9,2010
Santa Fe Springs,,SPHERE,CA,1/9/2010 20:00,1,9,2010
Saline,RED GREEN BLUE,FORMATION,MI,1/9/2010 20:45,1,9,2010
Buffalo,,LIGHT,NY,1/9/2010 21:30,1,9,2010
Kapolei,,LIGHT,HI,1/9/2010 21:35,1,9,2010
Cincinnati,,LIGHT,OH,1/9/2010 22:00,1,9,2010
Paducah,,,KY,1/9/2010 23:55,1,9,2010
Taunton,,,MA,1/10/2010 0:00,1,10,2010
Uxbridge,,SPHERE,MA,1/10/2010 0:30,1,10,2010
Round Rock,,LIGHT,TX,1/10/2010 5:45,1,10,2010
San Jacinto,,,CA,1/10/2010 9:43,1,10,2010
Norton,,TRIANGLE,MA,1/10/2010 10:30,1,10,2010
Hancock,,SPHERE,MD,1/10/2010 11:30,1,10,2010
Cary,,VARIOUS,NC,1/10/2010 14:00,1,10,2010
Tularosa,,OTHER,NM,1/10/2010 18:45,1,10,2010
Eunice,,OVAL,LA,1/10/2010 19:00,1,10,2010
Butler,RED YELLOW,CHEVRON,MO,1/10/2010 20:00,1,10,2010
Lompoc,ORANGE,FIREBALL,CA,1/10/2010 20:00,1,10,2010
Pratt,,CIRCLE,KS,1/10/2010 20:55,1,10,2010
Lakeland,BLUE,OTHER,FL,1/11/2010 1:30,1,11,2010
Fort Myers,,FIREBALL,FL,1/11/2010 1:40,1,11,2010
Fairfield,,OVAL,CA,1/11/2010 17:00,1,11,2010
Joplin,ORANGE,TRIANGLE,MO,1/11/2010 21:30,1,11,2010
Leatherwood,RED,OTHER,KY,1/11/2010 23:00,1,11,2010
Fayetteville,,SPHERE,WV,1/12/2010 0:00,1,12,2010
Eugene,,,OR,1/12/2010 4:00,1,12,2010
Springfield,,VARIOUS,OR,1/12/2010 17:35,1,12,2010
Alma,,OTHER,AR,1/12/2010 19:00,1,12,2010
Wichita,ORANGE,,KS,1/12/2010 19:00,1,12,2010
Wichita,,TEARDROP,KS,1/12/2010 19:00,1,12,2010
Deep Run,,OTHER,NC,1/12/2010 19:20,1,12,2010
Waukesha,,DISK,WI,1/12/2010 19:32,1,12,2010
Metlakatla,RED,DISK,AK,1/12/2010 21:30,1,12,2010
Ceres,,FIREBALL,CA,1/12/2010 22:45,1,12,2010
White Oak,,TRIANGLE,PA,1/13/2010 0:45,1,13,2010
Ackerman,,LIGHT,MS,1/13/2010 1:00,1,13,2010
Clarksburg,,,WV,1/13/2010 17:00,1,13,2010
Gulf Breeze,ORANGE,,FL,1/13/2010 17:40,1,13,2010
Denver,,DISK,CO,1/13/2010 18:00,1,13,2010
Troutdale,,LIGHT,VA,1/13/2010 18:15,1,13,2010
Gregory,,LIGHT,MI,1/13/2010 19:45,1,13,2010
Modesto,,OTHER,CA,1/13/2010 23:25,1,13,2010
McGregor range,,CIRCLE,NM,1/14/2010 1:00,1,14,2010
Reno,,FLASH,NV,1/14/2010 1:40,1,14,2010
Pomoma,,LIGHT,NY,1/14/2010 4:30,1,14,2010
Lexington,,FIREBALL,KY,1/14/2010 12:09,1,14,2010
Holiday Island,,TRIANGLE,AR,1/14/2010 19:30,1,14,2010
Carlsbad,RED BLUE,LIGHT,CA,1/15/2010 0:18,1,15,2010
Bakersfield,,CIRCLE,CA,1/15/2010 1:00,1,15,2010
Fresno,,LIGHT,CA,1/15/2010 1:00,1,15,2010
North San Juan,ORANGE,FIREBALL,CA,1/15/2010 1:00,1,15,2010
Greensboro,,LIGHT,NC,1/15/2010 4:00,1,15,2010
Greensboro,,SPHERE,NC,1/15/2010 10:00,1,15,2010
Long Beach,,,CA,1/15/2010 16:55,1,15,2010
Tempe,,CIRCLE,AZ,1/15/2010 19:30,1,15,2010
Whittier,,DISK,CA,1/15/2010 19:30,1,15,2010
Flat Creek,,TRIANGLE,NC,1/15/2010 22:10,1,15,2010
Yuma,,LIGHT,AZ,1/15/2010 23:35,1,15,2010
Plainville,,RECTANGLE,CT,1/15/2010 23:40,1,15,2010
Great Falls,,TRIANGLE,MT,1/16/2010 19:20,1,16,2010
Boise,,VARIOUS,ID,1/16/2010 19:30,1,16,2010
Corona,,TRIANGLE,CA,1/16/2010 19:49,1,16,2010
Corona,,,CA,1/16/2010 20:00,1,16,2010
Bellingham,,LIGHT,MA,1/16/2010 20:40,1,16,2010
Grass Valley,,,CA,1/16/2010 20:50,1,16,2010
Henderson,,CHEVRON,NV,1/16/2010 21:20,1,16,2010
Granite Falls,,LIGHT,WA,1/17/2010 4:23,1,17,2010
Bayfield,,LIGHT,WI,1/17/2010 18:30,1,17,2010
Las Vegas,,OTHER,NV,1/17/2010 22:30,1,17,2010
Miami,,RECTANGLE,FL,1/17/2010 23:30,1,17,2010
Shawano,BLUE,LIGHT,WI,1/17/2010 23:51,1,17,2010
Pittsburgh,,LIGHT,PA,1/18/2010 1:35,1,18,2010
Lamar,,CIGAR,SC,1/18/2010 7:38,1,18,2010
Old Hickory,,VARIOUS,TN,1/18/2010 10:00,1,18,2010
Oldwick,,TRIANGLE,NJ,1/18/2010 15:00,1,18,2010
Sayre,,,PA,1/18/2010 17:35,1,18,2010
Mullica Hill,,OTHER,NJ,1/18/2010 17:50,1,18,2010
Dillon,,OVAL,MT,1/18/2010 19:03,1,18,2010
Whitehall,,SPHERE,MT,1/18/2010 19:15,1,18,2010
Seattle,ORANGE,LIGHT,WA,1/18/2010 20:15,1,18,2010
Arroyo Grande,,LIGHT,CA,1/18/2010 20:55,1,18,2010
Elmwood Park,,FLASH,IL,1/19/2010 0:01,1,19,2010
Azusa,,LIGHT,CA,1/19/2010 21:05,1,19,2010
Amherst,,,VA,1/19/2010 23:00,1,19,2010
Pt. Mugu,,LIGHT,CA,1/20/2010 2:00,1,20,2010
Gowanda,,FIREBALL,NY,1/20/2010 3:34,1,20,2010
Walnut,BLUE,FLASH,IA,1/20/2010 7:45,1,20,2010
San Jose,,DISK,CA,1/20/2010 12:00,1,20,2010
North Stonington,,LIGHT,CT,1/20/2010 18:00,1,20,2010
Bandon,,OTHER,OR,1/20/2010 18:45,1,20,2010
South Kingstown,,CHEVRON,RI,1/20/2010 18:45,1,20,2010
Poughkeepsie,,DISK,NY,1/20/2010 19:00,1,20,2010
((HOAX??)),,CIRCLE,PA,1/20/2010 19:30,1,20,2010
Batesville,,DIAMOND,AR,1/20/2010 20:00,1,20,2010
New Port Richey,ORANGE,FIREBALL,FL,1/20/2010 20:00,1,20,2010
Saint Charles,,OTHER,IA,1/21/2010 5:30,1,21,2010
Rochester,,CIRCLE,NY,1/21/2010 18:05,1,21,2010
South Kingstown,,CYLINDER,RI,1/21/2010 18:40,1,21,2010
San Antonio,,SPHERE,TX,1/21/2010 22:19,1,21,2010
Bloomfield,,OTHER,NJ,1/21/2010 22:45,1,21,2010
Riverside,,LIGHT,NJ,1/22/2010 2:20,1,22,2010
Boise,,VARIOUS,ID,1/22/2010 4:40,1,22,2010
Lincoln,,DISK,NE,1/22/2010 17:00,1,22,2010
Socorro,RED,LIGHT,NM,1/22/2010 18:00,1,22,2010
Southbridge,,TRIANGLE,MA,1/22/2010 22:30,1,22,2010
Spring,,SPHERE,TX,1/22/2010 23:00,1,22,2010
Peekskill,,,NY,1/22/2010 23:20,1,22,2010
Titusville,,TRIANGLE,FL,1/23/2010 0:00,1,23,2010
Reno,,CIGAR,NV,1/23/2010 1:30,1,23,2010
Carson City,BLUE,LIGHT,NV,1/23/2010 5:38,1,23,2010
Lakewood,,DISK,CA,1/23/2010 14:30,1,23,2010
Pacific Grove,,LIGHT,CA,1/23/2010 15:20,1,23,2010
Lake Tapps,,CIRCLE,WA,1/23/2010 18:00,1,23,2010
Tampa,,CIRCLE,FL,1/24/2010 19:40,1,24,2010
Lake Stevens,,,WA,1/25/2010 5:00,1,25,2010
Miami,,OTHER,FL,1/25/2010 17:30,1,25,2010
Keaau,,LIGHT,HI,1/25/2010 18:00,1,25,2010
Kapolei,,LIGHT,HI,1/25/2010 18:45,1,25,2010
Naples,,LIGHT,FL,1/25/2010 19:00,1,25,2010
Holloman AFB,,OTHER,NM,1/25/2010 19:15,1,25,2010
Clayton,,LIGHT,NC,1/25/2010 20:30,1,25,2010
Raleigh,GREEN,SPHERE,NC,1/25/2010 20:48,1,25,2010
Austin,,OTHER,TX,1/26/2010 9:45,1,26,2010
South Kingstown,,OTHER,RI,1/26/2010 11:00,1,26,2010
Miami,,LIGHT,FL,1/26/2010 19:01,1,26,2010
Chico,,TRIANGLE,WA,1/26/2010 21:40,1,26,2010
Greensboro,,SPHERE,NC,1/27/2010 2:15,1,27,2010
Fort Collins,,LIGHT,CO,1/27/2010 6:00,1,27,2010
Santa Fe Springs,,SPHERE,CA,1/27/2010 11:00,1,27,2010
Wilkesboro,,DISK,NC,1/27/2010 19:00,1,27,2010
Charlotte,,FIREBALL,NC,1/27/2010 20:30,1,27,2010
South Bend,,TRIANGLE,IN,1/28/2010 3:00,1,28,2010
Reedsville,,LIGHT,OH,1/28/2010 4:45,1,28,2010
Santa Ana,ORANGE,SPHERE,CA,1/28/2010 8:27,1,28,2010
Houston,,CIRCLE,TX,1/28/2010 14:00,1,28,2010
Perris,,TRIANGLE,CA,1/28/2010 18:10,1,28,2010
St. Augustine,,OTHER,FL,1/28/2010 19:25,1,28,2010
Folsom,,SPHERE,NJ,1/28/2010 20:00,1,28,2010
Stillwater,,LIGHT,MN,1/28/2010 20:30,1,28,2010
Maple Valley,,VARIOUS,WA,1/29/2010 0:00,1,29,2010
Punxsutawney,,LIGHT,PA,1/29/2010 2:20,1,29,2010
Madison County,RED,DIAMOND,NC,1/29/2010 11:00,1,29,2010
Jefferson,,OVAL,MD,1/29/2010 13:25,1,29,2010
Edinburg,,CIGAR,TX,1/29/2010 19:40,1,29,2010
Kennebunk Beach,,CYLINDER,ME,1/30/2010 8:40,1,30,2010
Oakland,RED,TRIANGLE,CA,1/30/2010 19:00,1,30,2010
Milwaukee,,LIGHT,WI,1/31/2010 6:30,1,31,2010
Stone Mountain,,TRIANGLE,GA,1/31/2010 13:00,1,31,2010
Delray Beach,,EGG,FL,1/31/2010 19:40,1,31,2010
Socorro,ORANGE,RECTANGLE,NM,2/1/2010 4:45,2,1,2010
Clovis,,SPHERE,CA,2/1/2010 6:00,2,1,2010
Ansonia,,OVAL,CT,2/1/2010 7:50,2,1,2010
Preston,,FLASH,CT,2/1/2010 8:00,2,1,2010
Marana,,LIGHT,AZ,2/1/2010 8:30,2,1,2010
Mare Island,,CIRCLE,CA,2/1/2010 19:15,2,1,2010
Wendell,,LIGHT,ID,2/1/2010 21:00,2,1,2010
Wyandotte County,,DISK,KS,2/2/2010 1:00,2,2,2010
Oakland Park,,FORMATION,FL,2/2/2010 1:15,2,2,2010
Pounchatola,,TRIANGLE,LA,2/2/2010 5:25,2,2,2010
Beckwourth,ORANGE,,CA,2/2/2010 19:00,2,2,2010
Wendell,,LIGHT,ID,2/2/2010 20:00,2,2,2010
Youngsville,,FIREBALL,LA,2/2/2010 20:05,2,2,2010
Leawood,,CIRCLE,KS,2/2/2010 21:00,2,2,2010
Oregon,,CIRCLE,OH,2/3/2010 11:30,2,3,2010
Ocala,,CIRCLE,FL,2/3/2010 15:00,2,3,2010
Atlanta,,CIRCLE,GA,2/3/2010 19:00,2,3,2010
Porter Ranch,,LIGHT,CA,2/3/2010 19:25,2,3,2010
Monmouth,,FIREBALL,OR,2/4/2010 1:35,2,4,2010
Los Angeles,,LIGHT,CA,2/4/2010 5:40,2,4,2010
Spencerport,,DISK,NY,2/4/2010 6:15,2,4,2010
Grove City,,SPHERE,OH,2/4/2010 9:00,2,4,2010
"Nicolosi, Sicily",,,TN,2/4/2010 15:00,2,4,2010
Chicago,,DISK,IL,2/4/2010 18:10,2,4,2010
Boulder,,LIGHT,CO,2/5/2010 1:00,2,5,2010
Langley,,TRIANGLE,WA,2/5/2010 18:00,2,5,2010
Benton City,ORANGE,SPHERE,WA,2/5/2010 19:15,2,5,2010
Tatum,,OTHER,TX,2/5/2010 19:50,2,5,2010
Pittsburgh,RED,,PA,2/5/2010 23:00,2,5,2010
Ellsworth,,,ME,2/6/2010 5:45,2,6,2010
Vernon,,TRIANGLE,NJ,2/6/2010 6:30,2,6,2010
Cistern,,SPHERE,TX,2/6/2010 14:45,2,6,2010
Albuquerque,RED YELLOW,OVAL,NM,2/6/2010 17:50,2,6,2010
Elkins,,LIGHT,WV,2/6/2010 21:40,2,6,2010
Monterey,GREEN BLUE,LIGHT,CA,2/6/2010 23:00,2,6,2010
Woodbridge,YELLOW,LIGHT,VA,2/6/2010 23:00,2,6,2010
Cicero,RED,TRIANGLE,IL,2/7/2010 21:15,2,7,2010
Modesto,,SPHERE,CA,2/7/2010 22:00,2,7,2010
Philadelphia,RED GREEN BLUE,OTHER,PA,2/7/2010 22:50,2,7,2010
Hyde Park,,CIRCLE,NY,2/8/2010 0:00,2,8,2010
Riverhead,,CIRCLE,NY,2/8/2010 5:40,2,8,2010
Hobe Sound,,CIRCLE,FL,2/8/2010 9:50,2,8,2010
Saylorsburg,RED,DISK,PA,2/8/2010 18:30,2,8,2010
Santa Maria,,OVAL,CA,2/8/2010 19:15,2,8,2010
Gilbert,,,AZ,2/8/2010 20:22,2,8,2010
Kettleman City,,TRIANGLE,CA,2/9/2010 18:00,2,9,2010
Bedford,RED,LIGHT,TX,2/9/2010 21:00,2,9,2010
Modesto,,VARIOUS,CA,2/9/2010 21:00,2,9,2010
Eaton Rapids,,OTHER,MI,2/10/2010 3:00,2,10,2010
Carthage,YELLOW,LIGHT,TN,2/10/2010 20:40,2,10,2010
Weymouth,,TRIANGLE,MA,2/11/2010 20:35,2,11,2010
Seattle,,TRIANGLE,WA,2/12/2010 6:00,2,12,2010
San Antonio,,LIGHT,TX,2/12/2010 16:00,2,12,2010
Sharon,,LIGHT,VT,2/12/2010 19:30,2,12,2010
West Branch,,CIGAR,MI,2/12/2010 20:30,2,12,2010
Yakima,,FIREBALL,WA,2/12/2010 20:30,2,12,2010
Seattle,GREEN,LIGHT,WA,2/12/2010 20:35,2,12,2010
Santa Nella,GREEN,FORMATION,CA,2/12/2010 20:54,2,12,2010
Goose Creek,,FLASH,SC,2/12/2010 21:00,2,12,2010
Sullivan City,,FORMATION,TX,2/12/2010 21:00,2,12,2010
Topeka,,,KS,2/12/2010 23:00,2,12,2010
Ft. Bragg,,CROSS,CA,2/12/2010 23:30,2,12,2010
San Bernardino,ORANGE,FIREBALL,CA,2/13/2010 0:15,2,13,2010
Davenport,,LIGHT,IA,2/13/2010 3:05,2,13,2010
Los Angeles,,CIRCLE,CA,2/13/2010 9:40,2,13,2010
Pasadena,,TRIANGLE,CA,2/13/2010 17:00,2,13,2010
Nacogdoches,,FORMATION,TX,2/13/2010 17:45,2,13,2010
Sunnyvale,,FORMATION,CA,2/13/2010 19:00,2,13,2010
Melbourne,ORANGE YELLOW,SPHERE,FL,2/13/2010 19:15,2,13,2010
Abilene,,VARIOUS,TX,2/14/2010 0:00,2,14,2010
Atco,,LIGHT,NJ,2/14/2010 0:15,2,14,2010
Conover,,CIRCLE,NC,2/14/2010 10:40,2,14,2010
Miami,RED,,FL,2/14/2010 21:45,2,14,2010
Brandon,,FIREBALL,FL,2/14/2010 22:15,2,14,2010
Redding,,CIRCLE,CA,2/14/2010 22:20,2,14,2010
Gautier,RED YELLOW,FORMATION,MS,2/14/2010 23:00,2,14,2010
Nashville,,,TN,2/15/2010 5:00,2,15,2010
Renton,,,WA,2/15/2010 5:30,2,15,2010
Clearwater,,CIRCLE,KS,2/15/2010 5:50,2,15,2010
Las Vegas,,CIRCLE,NV,2/15/2010 5:55,2,15,2010
Long Beach,,SPHERE,CA,2/15/2010 16:00,2,15,2010
Sutherlin,,LIGHT,OR,2/15/2010 23:00,2,15,2010
Kailua-Kona,,LIGHT,HI,2/16/2010 7:10,2,16,2010
Fontana,,LIGHT,CA,2/16/2010 19:51,2,16,2010
Denver,RED YELLOW GREEN BLUE,,CO,2/16/2010 20:00,2,16,2010
Austin,RED ORANGE,SPHERE,TX,2/16/2010 21:40,2,16,2010
Mesquite,RED,RECTANGLE,TX,2/16/2010 22:15,2,16,2010
Fort Hood,,CIRCLE,TX,2/16/2010 22:30,2,16,2010
Winnie,,TRIANGLE,TX,2/16/2010 23:45,2,16,2010
Winnie,,VARIOUS,TX,2/16/2010 23:45,2,16,2010
Concord,,CHEVRON,NH,2/17/2010 6:35,2,17,2010
Covington,,TRIANGLE,LA,2/17/2010 18:30,2,17,2010
Mahanoy,,OTHER,PA,2/17/2010 23:00,2,17,2010
Blanchard,,LIGHT,MI,2/18/2010 1:00,2,18,2010
Ellerslie,,LIGHT,GA,2/18/2010 9:00,2,18,2010
Raeford,,OTHER,NC,2/18/2010 18:00,2,18,2010
Mojave,,SPHERE,CA,2/18/2010 19:30,2,18,2010
San Diego,,LIGHT,CA,2/18/2010 21:30,2,18,2010
Westwood,,CYLINDER,MA,2/18/2010 21:30,2,18,2010
Shelbyville,RED,,IL,2/18/2010 21:52,2,18,2010
Bellingham,,TRIANGLE,WA,2/18/2010 22:25,2,18,2010
Clinton Township,ORANGE,CHEVRON,MI,2/19/2010 0:38,2,19,2010
Omaha,,,NE,2/19/2010 1:20,2,19,2010
Silverton,ORANGE,LIGHT,OR,2/19/2010 9:00,2,19,2010
Woodland Hills,,OVAL,CA,2/19/2010 14:30,2,19,2010
Seattle,,TRIANGLE,WA,2/19/2010 18:50,2,19,2010
Frankfort,,TRIANGLE,IL,2/19/2010 19:55,2,19,2010
Vernon Hills,,LIGHT,IL,2/19/2010 21:10,2,19,2010
Dalton,,FIREBALL,GA,2/20/2010 7:00,2,20,2010
Randsburg,,TEARDROP,CA,2/20/2010 12:00,2,20,2010
Clearwater,,TRIANGLE,FL,2/20/2010 13:47,2,20,2010
Venetia,,SPHERE,PA,2/20/2010 18:15,2,20,2010
Sedro Woolley,,CIRCLE,WA,2/20/2010 19:00,2,20,2010
Pickney,ORANGE,FIREBALL,MI,2/20/2010 20:00,2,20,2010
Marshall,,LIGHT,MN,2/20/2010 22:00,2,20,2010
Severn,,DISK,MD,2/21/2010 0:00,2,21,2010
Plum,YELLOW,LIGHT,PA,2/21/2010 3:30,2,21,2010
Darlington,,CIRCLE,SC,2/21/2010 20:30,2,21,2010
Stanardsville,,TRIANGLE,VA,2/21/2010 20:40,2,21,2010
Belton,,LIGHT,TX,2/21/2010 22:33,2,21,2010
New Hampshire??,,,NH,2/21/2010 23:00,2,21,2010
New York City,,DISK,NY,2/22/2010 17:30,2,22,2010
Rochester,,LIGHT,NY,2/22/2010 22:30,2,22,2010
Swarthmore,,FLASH,PA,2/22/2010 22:40,2,22,2010
Ewa Beach,,TRIANGLE,HI,2/23/2010 20:50,2,23,2010
Lake Oswego,,,OR,2/23/2010 21:00,2,23,2010
Galveston,BLUE,FIREBALL,TX,2/23/2010 23:00,2,23,2010
Arden,,FORMATION,AR,2/24/2010 4:30,2,24,2010
Springvale,,SPHERE,ME,2/24/2010 9:30,2,24,2010
Interstate 8,,LIGHT,AZ,2/24/2010 13:30,2,24,2010
Santa Rosa,,DIAMOND,CA,2/24/2010 15:30,2,24,2010
Santa Barbara,,TEARDROP,CA,2/24/2010 19:30,2,24,2010
Rising Star,,LIGHT,TX,2/24/2010 20:00,2,24,2010
Brockton,,LIGHT,MA,2/25/2010 0:00,2,25,2010
Twin Peaks,GREEN,CIRCLE,CA,2/25/2010 7:35,2,25,2010
Wisconsin Rapids,,,WI,2/25/2010 9:15,2,25,2010
Temple City,,LIGHT,CA,2/25/2010 20:24,2,25,2010
Homestead,,SPHERE,FL,2/26/2010 5:55,2,26,2010
Keaau,GREEN,SPHERE,HI,2/26/2010 6:00,2,26,2010
Sonoma,,EGG,CA,2/26/2010 14:00,2,26,2010
Las Vegas,,OVAL,NV,2/26/2010 17:15,2,26,2010
Lawrence,ORANGE,LIGHT,KS,2/27/2010 0:55,2,27,2010
Corpus Christi,,CIRCLE,TX,2/27/2010 8:00,2,27,2010
Tampa,,RECTANGLE,FL,2/27/2010 13:00,2,27,2010
Lawrenceville,,CIRCLE,GA,2/27/2010 20:00,2,27,2010
Litchfield Beach,,LIGHT,SC,2/27/2010 22:00,2,27,2010
Spicewood,,CIRCLE,TX,2/27/2010 23:10,2,27,2010
Batavia,,SPHERE,IA,2/28/2010 6:00,2,28,2010
Homestead,,TEARDROP,FL,2/28/2010 7:05,2,28,2010
Ward,,,AR,2/28/2010 15:00,2,28,2010
Homestead,,,FL,2/28/2010 16:30,2,28,2010
Church Point,,CYLINDER,LA,2/28/2010 17:46,2,28,2010
Homestead,,OTHER,FL,2/28/2010 18:40,2,28,2010
Miami,,CIRCLE,FL,2/28/2010 18:50,2,28,2010
Silverdale,,VARIOUS,WA,2/28/2010 18:50,2,28,2010
Spring City,,OVAL,TN,2/28/2010 18:50,2,28,2010
Everett,,,WA,2/28/2010 23:00,2,28,2010
Little River,GREEN BLUE,LIGHT,SC,2/28/2010 23:00,2,28,2010
Longview,,OTHER,TX,3/1/2010 3:00,3,1,2010
San Diego,,OTHER,CA,3/1/2010 6:00,3,1,2010
Hernando,,LIGHT,FL,3/1/2010 11:00,3,1,2010
Land O'Lakes,,FORMATION,FL,3/1/2010 11:00,3,1,2010
Oakville,,OTHER,MO,3/1/2010 15:30,3,1,2010
Cook,,LIGHT,MN,3/1/2010 17:00,3,1,2010
Visalia,,,CA,3/1/2010 19:50,3,1,2010
Davenport,,FIREBALL,CA,3/1/2010 21:23,3,1,2010
Arkansas,,,AR,3/1/2010 23:00,3,1,2010
Pittsburg,,TRIANGLE,CA,3/1/2010 23:00,3,1,2010
Austin,,,TX,3/2/2010 5:00,3,2,2010
Rio Rancho,,FIREBALL,NM,3/3/2010 6:15,3,3,2010
Fairfield,RED GREEN,FIREBALL,IA,3/3/2010 7:10,3,3,2010
Cleveland,,,OH,3/3/2010 8:00,3,3,2010
Phoenix,RED,,AZ,3/3/2010 13:35,3,3,2010
Crete,,FORMATION,IL,3/3/2010 19:00,3,3,2010
Alma,,,AR,3/3/2010 19:19,3,3,2010
Knoxvile,,TRIANGLE,TN,3/3/2010 22:10,3,3,2010
Canyon Lake,,OTHER,TX,3/4/2010 11:00,3,4,2010
North Little Rock,,,AR,3/4/2010 19:18,3,4,2010
Ontario,,FLASH,CA,3/4/2010 19:45,3,4,2010
Ballston Lake,GREEN,FIREBALL,NY,3/4/2010 23:45,3,4,2010
Tacoma,,FIREBALL,WA,3/5/2010 0:20,3,5,2010
Proctor,,DISK,AR,3/5/2010 1:40,3,5,2010
Fort Smith,,OTHER,AR,3/5/2010 3:00,3,5,2010
Springboro,,OTHER,OH,3/5/2010 12:50,3,5,2010
Hicksville,,OVAL,NY,3/5/2010 17:20,3,5,2010
New Hartford,,LIGHT,CT,3/5/2010 18:30,3,5,2010
Phoenix,,OTHER,AZ,3/5/2010 18:45,3,5,2010
Bath,,LIGHT,NH,3/5/2010 19:10,3,5,2010
Port Townsend,ORANGE,FORMATION,WA,3/5/2010 20:10,3,5,2010
Buffalo,,LIGHT,TX,3/5/2010 20:37,3,5,2010
Kihei,,CIRCLE,HI,3/5/2010 20:45,3,5,2010
Kihei,,CIRCLE,HI,3/5/2010 21:00,3,5,2010
Plattsmouth,,LIGHT,NE,3/5/2010 21:00,3,5,2010
Romeo,RED GREEN BLUE,SPHERE,MI,3/5/2010 21:00,3,5,2010
Hansville,,LIGHT,WA,3/5/2010 22:00,3,5,2010
West Chester,,TRIANGLE,PA,3/5/2010 22:00,3,5,2010
Romeo,,DIAMOND,MI,3/5/2010 22:04,3,5,2010
Olympia,,LIGHT,WA,3/5/2010 22:35,3,5,2010
Lockport,,TRIANGLE,IL,3/5/2010 23:00,3,5,2010
Oak Harbor,,OTHER,WA,3/5/2010 23:18,3,5,2010
Yakima,,LIGHT,WA,3/6/2010 2:10,3,6,2010
Berryville,,CYLINDER,VA,3/6/2010 2:15,3,6,2010
Moses Lake,BLUE,OTHER,WA,3/6/2010 11:00,3,6,2010
Kissimmee,,DISK,FL,3/6/2010 12:55,3,6,2010
Eureka,ORANGE,FIREBALL,CA,3/6/2010 20:00,3,6,2010
Northwest,,SPHERE,NC,3/6/2010 20:00,3,6,2010
Rochester,,TRIANGLE,WA,3/6/2010 20:00,3,6,2010
